CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C13713,93.672733,1.0,674.3,69.5,604.8,0.0,1.0,0.166667,1.0,0.0,0,26,5400.0,812.396962,194.901529,0.083333,12
C17039,5899.427294,1.0,0.0,0.0,0.0,2845.745739,0.0,0.0,0.0,0.416667,7,0,9000.0,2760.879055,3172.680242,0.0,12
C17706,1005.660131,1.0,710.03,710.03,0.0,5001.078448,0.416667,0.416667,0.0,0.916667,40,8,1500.0,5679.950642,234.569274,0.25,12
C12636,1581.742203,1.0,0.0,0.0,0.0,335.348071,0.0,0.0,0.0,0.166667,2,0,1800.0,463.88804,448.969242,0.0,12
C11954,1106.697298,1.0,1260.13,1260.13,0.0,0.0,0.2,0.2,0.0,0.0,0,3,6500.0,1556.574701,238.440314,0.0,10
C14220,1435.975897,1.0,418.56,418.56,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,2150.0,950.209773,466.163755,0.0,12
C13654,1515.473846,1.0,862.44,0.0,862.44,2402.323391,1.0,0.0,1.0,0.083333,2,12,5000.0,5908.136491,412.289836,0.166667,12
C17101,3270.441222,1.0,848.0,848.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,3,4500.0,1143.616386,1134.793009,0.0,12
C13149,1131.445959,1.0,0.0,0.0,0.0,1498.390707,0.0,0.0,0.0,0.333333,5,0,1950.0,662.653149,213.351598,0.0,12
C15643,5825.2877,1.0,230.0,230.0,0.0,1909.594385,0.083333,0.083333,0.0,0.25,3,1,7000.0,1537.817125,1442.075559,0.0,12
C12769,2241.092286,0.909091,1260.0,0.0,1260.0,2992.621714,0.333333,0.0,0.25,0.166667,2,4,6000.0,4582.168916,654.524925,0.111111,12
C16821,3043.796467,1.0,1410.95,1270.97,139.98,1345.522967,0.666667,0.416667,0.416667,0.25,4,13,11500.0,834.226677,659.920499,0.0,12
C17158,452.907592,0.444444,0.0,0.0,0.0,1584.255192,0.0,0.0,0.0,0.444444,6,0,2500.0,230.076354,179.155785,0.0,9
C10930,53.339006,1.0,315.48,0.0,315.48,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,193.699669,162.729509,0.0,12
C12719,3490.855736,1.0,1039.48,1039.48,0.0,4200.991254,0.083333,0.083333,0.0,0.25,10,3,9000.0,1091.424125,1048.661408,0.0,12
C16104,2525.683344,1.0,0.0,0.0,0.0,285.193204,0.0,0.0,0.0,0.166667,5,0,7000.0,1483.38461,702.052491,0.0,12
C10729,999.392635,1.0,0.0,0.0,0.0,2368.248319,0.0,0.0,0.0,0.333333,10,0,1500.0,1724.178215,301.346806,0.1,12
C17498,28.612828,1.0,208.0,0.0,208.0,0.0,0.833333,0.0,0.833333,0.0,0,10,3000.0,253.537038,169.800871,0.0,12
C15237,162.972111,0.909091,1586.6,0.0,1586.6,110.671623,0.833333,0.0,0.75,0.083333,1,10,2500.0,1577.161232,203.807999,0.666667,12
C17348,815.229732,1.0,2371.92,0.0,2371.92,0.0,1.0,0.0,1.0,0.0,0,12,2000.0,1741.315136,197.837436,0.0,12
C11225,1771.028068,0.909091,360.0,360.0,0.0,1836.07301,0.090909,0.090909,0.0,0.454545,5,1,5000.0,4681.869188,427.286126,0.1,11
C10435,469.878834,1.0,1364.99,64.99,1300.0,284.754535,0.5,0.083333,0.416667,0.166667,2,7,2000.0,1849.10398,263.163209,0.2,12
C12230,1003.704494,0.818182,50.0,50.0,0.0,457.650652,0.083333,0.083333,0.0,0.25,5,1,3500.0,3389.03546,260.16707,0.0,12
C15182,820.700166,0.818182,0.0,0.0,0.0,857.720875,0.0,0.0,0.0,0.083333,2,0,1500.0,1892.507498,267.650667,0.111111,12
C12546,3664.282588,1.0,493.34,260.0,233.34,0.0,0.416667,0.083333,0.416667,0.0,0,6,9500.0,1050.91005,821.066878,0.0,12
C19157,22.084372,0.833333,173.6,0.0,173.6,0.0,0.5,0.0,0.333333,0.0,0,3,1500.0,209.452538,63.510706,0.333333,6
C14427,5.761614,0.181818,75.0,75.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,3400.0,289.742219,130.752133,0.0,12
C17916,2572.293007,1.0,0.0,0.0,0.0,3585.959553,0.0,0.0,0.0,0.333333,6,0,3000.0,1364.325644,587.096981,0.0,12
C16322,1729.618796,1.0,3533.46,2533.5,999.96,0.0,1.0,0.5,0.833333,0.0,0,46,5000.0,4868.256038,735.288195,0.083333,12
C10910,847.013195,0.833333,0.0,0.0,0.0,1159.447747,0.0,0.0,0.0,0.333333,5,0,1200.0,101.664939,196.261567,0.0,6
C12966,32.228288,0.636364,73.45,73.45,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,4000.0,25.162565,163.322311,0.0,12
C12956,1022.687467,1.0,409.92,0.0,409.92,177.186666,1.0,0.0,1.0,0.25,6,12,1000.0,774.611541,940.657454,0.0,12
C12637,1026.201421,1.0,0.0,0.0,0.0,244.88819,0.0,0.0,0.0,0.166667,2,0,1200.0,440.519737,320.383825,0.0,12
C12901,750.070967,1.0,311.2,311.2,0.0,0.0,0.166667,0.166667,0.0,0.0,0,4,1000.0,544.179931,181.243059,0.0,12
C15869,2447.62454,1.0,116.16,26.16,90.0,729.174169,0.5,0.083333,0.416667,0.083333,1,7,7500.0,525.469962,571.995314,0.0,12
C12257,5570.18253,1.0,0.0,0.0,0.0,2744.808962,0.0,0.0,0.0,0.166667,3,0,6000.0,1748.960475,1291.809944,0.0,12
C11835,2286.9003,0.909091,4536.48,3275.0,1261.48,0.0,1.0,0.333333,1.0,0.0,0,37,4000.0,5981.014712,1542.926815,0.0,12
C18979,84.033173,1.0,1099.0,0.0,1099.0,0.0,1.0,0.0,0.916667,0.0,0,12,1000.0,984.393603,178.511595,0.909091,12
C13692,1395.011267,0.636364,0.0,0.0,0.0,4781.140751,0.0,0.0,0.0,0.454545,10,0,5500.0,1719.426611,467.183345,0.0,11
C18843,398.453246,1.0,0.0,0.0,0.0,647.778706,0.0,0.0,0.0,0.857143,10,0,500.0,323.875395,110.678562,0.0,7
C15593,4694.671605,1.0,0.0,0.0,0.0,4174.716471,0.0,0.0,0.0,0.5,14,0,12000.0,8919.228234,1075.889659,0.0,12
C19190,372.708075,0.666667,1093.25,1093.25,0.0,127.040008,0.666667,0.666667,0.0,0.333333,2,23,1200.0,63.165404,88.288956,0.0,6
C12069,4232.350593,1.0,32.35,32.35,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,14000.0,1262.608728,1163.798856,0.0,12
C10535,3718.606699,1.0,1172.68,1172.68,0.0,10372.8492,0.083333,0.083333,0.0,0.5,10,7,9500.0,4820.842925,760.028047,0.0,12
C13899,1851.372165,1.0,6006.79,5506.81,499.98,0.0,1.0,1.0,0.916667,0.0,0,93,7600.0,5389.6734,586.24393,0.083333,12
C10256,6.390383,1.0,79.66,0.0,79.66,0.0,1.0,0.0,1.0,0.0,0,12,1500.0,75.896288,75.967742,0.0,12
C11614,3630.771485,1.0,0.0,0.0,0.0,10519.48252,0.0,0.0,0.0,0.666667,15,0,9000.0,5171.793236,929.686078,0.090909,12
C16528,964.09998,1.0,1074.96,0.0,1074.96,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,446.368432,1192.827241,0.0,12
C14941,3596.749572,1.0,0.0,0.0,0.0,1172.638871,0.0,0.0,0.0,0.166667,3,0,6000.0,1499.401344,765.099049,0.0,12
C13061,3481.400783,1.0,188.0,188.0,0.0,2747.982493,0.166667,0.166667,0.0,0.416667,10,2,8500.0,844.591086,1063.696942,0.0,12
C19013,2585.246439,0.909091,338.0,0.0,338.0,0.0,0.545455,0.0,0.454545,0.0,0,6,9000.0,866.276894,776.501849,0.0,11
C11069,7.980453,0.272727,0.0,0.0,0.0,95.842922,0.0,0.0,0.0,0.083333,1,0,9500.0,198.014471,165.091997,0.0,12
C16574,1155.509859,1.0,564.0,564.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,6,4000.0,279.047416,295.461365,0.0,12
C15896,1874.572121,1.0,0.0,0.0,0.0,1359.837109,0.0,0.0,0.0,0.916667,17,0,2500.0,329.797397,507.068261,0.0,12
C12819,810.52348,0.727273,985.33,856.09,129.24,0.0,0.416667,0.166667,0.166667,0.0,0,10,5500.0,5964.049531,502.623056,0.090909,12
C18521,19.161629,1.0,638.08,0.0,638.08,0.0,1.0,0.0,1.0,0.0,0,12,2500.0,639.809559,170.717097,1.0,12
C18326,641.317325,1.0,1099.56,0.0,1099.56,0.0,1.0,0.0,1.0,0.0,0,49,4000.0,326.68893,193.76002,0.0,12
C10096,1977.00709,1.0,1032.04,226.9,805.14,4335.919227,0.909091,0.090909,0.818182,0.545455,21,17,4000.0,3056.424974,910.707525,0.090909,11
C17664,3278.506664,0.625,472.51,216.49,256.02,6548.948805,0.5,0.125,0.375,0.25,8,9,7000.0,1304.846205,1296.586971,0.0,8
C10642,2113.098241,1.0,619.93,0.0,619.93,1958.668173,1.0,0.0,0.916667,0.083333,2,24,4000.0,529.829894,508.775831,0.0,12
C12219,4223.867789,1.0,2514.74,1597.67,917.07,3444.750251,1.0,1.0,0.833333,0.333333,11,53,5500.0,964.935365,1676.595311,0.0,6
C18179,5658.938986,1.0,111.54,111.54,0.0,3344.962624,0.083333,0.083333,0.0,0.333333,7,1,6500.0,1386.242232,1781.099062,0.0,12
C13240,410.021801,0.636364,1438.76,1060.66,378.1,0.0,0.583333,0.5,0.333333,0.0,0,24,3000.0,424.595959,258.959313,0.0,12
C13092,1369.969909,1.0,1770.0,1770.0,0.0,460.484164,0.166667,0.166667,0.0,0.083333,1,2,1800.0,1692.52541,365.78324,0.0,12
C18365,1671.319193,0.9,0.0,0.0,0.0,970.624828,0.0,0.0,0.0,0.5,10,0,2000.0,436.679768,473.598415,0.0,10
C18908,23.223559,0.181818,387.32,159.0,228.32,0.0,0.166667,0.083333,0.083333,0.0,0,6,1200.0,86.332384,162.317863,0.0,12
C12419,162.54754,0.909091,405.61,0.0,405.61,0.0,0.916667,0.0,0.916667,0.0,0,23,2200.0,612.674738,130.269702,0.0,12
C11447,2849.47477,1.0,574.92,0.0,574.92,0.0,1.0,0.0,1.0,0.0,0,12,2500.0,3909.150905,5092.7993,0.0,12
C15574,1193.708983,1.0,6643.71,4841.7,1802.01,0.0,1.0,0.916667,0.75,0.0,0,39,12500.0,6446.627837,6340.898794,0.0,12
C12762,2711.995096,1.0,600.0,600.0,0.0,5352.991545,0.833333,0.833333,0.0,0.583333,8,10,5000.0,1536.48483,841.246469,0.1,12
C17098,2702.523396,1.0,229.25,0.0,229.25,4214.846529,0.583333,0.0,0.583333,0.25,8,7,7500.0,1563.077507,643.744567,0.0,12
C15385,3830.603522,1.0,1257.16,841.0,416.16,2929.077889,1.0,0.083333,0.916667,0.166667,4,26,7500.0,887.037084,1014.663188,0.0,12
C10229,9047.621884,1.0,11188.62,6099.16,5089.46,0.0,1.0,0.75,1.0,0.0,0,151,10000.0,11994.41815,8517.258683,0.0,12
C11997,1402.776239,1.0,0.0,0.0,0.0,36.202957,0.0,0.0,0.0,0.181818,2,0,1500.0,152.324616,3244.712702,0.0,11
C17284,2583.654027,0.909091,667.39,214.53,452.86,389.261392,0.636364,0.181818,0.545455,0.181818,6,12,6000.0,572.759229,883.618787,0.0,11
C16202,481.807171,0.909091,2331.4,842.9,1488.5,0.0,0.75,0.416667,0.666667,0.0,0,24,4500.0,1859.888094,164.943132,0.0,12
C15471,5481.738308,1.0,0.0,0.0,0.0,8896.92309,0.0,0.0,0.0,1.0,80,0,9000.0,13652.75432,1343.985397,0.0,12
C17883,1237.897608,1.0,403.38,403.38,0.0,1593.700723,0.333333,0.333333,0.0,0.25,11,4,1500.0,2291.077923,398.248053,0.0,12
C16623,4.924829,0.272727,65.97,0.0,65.97,0.0,0.25,0.0,0.166667,0.0,0,3,4000.0,178.11004,174.504822,1.0,12
C16470,3.562442,0.454545,735.0,0.0,735.0,0.0,0.583333,0.0,0.583333,0.0,0,7,2000.0,1256.297676,64.518375,0.0,12
C17944,18.180646,1.0,220.06,0.0,220.06,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,217.276088,140.596138,0.7,12
C13090,198.377577,0.636364,0.0,0.0,0.0,3882.683613,0.0,0.0,0.0,0.25,7,0,9000.0,6200.550587,114.23108,0.5,12
C14304,869.702973,1.0,370.74,138.54,232.2,710.440728,0.916667,0.166667,0.666667,0.416667,15,11,1000.0,540.848608,215.056881,0.0,12
C16192,1986.566642,0.875,551.06,551.06,0.0,2147.863293,0.375,0.375,0.0,0.25,7,11,2500.0,583.355186,1111.406948,0.0,8
C15383,27.17079,0.909091,275.0,0.0,275.0,0.0,0.833333,0.0,0.833333,0.0,0,10,3000.0,299.572759,149.944032,0.8,12
C15130,1747.876077,1.0,0.0,0.0,0.0,2774.385866,0.0,0.0,0.0,0.25,7,0,3000.0,495.398338,379.91166,0.0,12
C16280,746.9786,1.0,2341.08,1953.84,387.24,0.0,1.0,0.416667,1.0,0.0,0,59,2000.0,736.002618,241.954677,0.0,12
C16721,738.992204,1.0,0.0,0.0,0.0,186.282849,0.0,0.0,0.0,0.083333,1,0,2000.0,386.913089,255.052406,0.0,12
C14082,2046.402647,1.0,3976.4,3298.79,677.61,0.0,1.0,0.833333,0.416667,0.0,0,23,7000.0,3413.229693,513.763932,0.0,12
C15721,1727.516892,1.0,624.46,624.46,0.0,0.0,0.333333,0.333333,0.0,0.0,0,9,1800.0,925.227009,865.078504,0.0,12
C12798,168.473316,0.454545,0.0,0.0,0.0,866.594079,0.0,0.0,0.0,0.25,4,0,1200.0,653.510107,69.53986,0.0,12
C18015,615.726189,0.666667,1317.34,1317.34,0.0,0.0,0.222222,0.222222,0.0,0.0,0,2,2500.0,328.995042,185.210313,0.0,9
C12463,109.594389,1.0,177.0,177.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1950.0,170.47103,221.171027,0.0,12
C16776,917.531824,1.0,0.0,0.0,0.0,1273.778445,0.0,0.0,0.0,0.083333,1,0,1600.0,1498.695114,331.493084,0.083333,12
C17431,2323.083307,0.888889,0.0,0.0,0.0,4750.570325,0.0,0.0,0.0,0.222222,2,0,6000.0,3537.546355,512.411472,0.142857,9
C10420,3298.692478,1.0,1088.83,518.39,570.44,0.0,0.416667,0.083333,0.333333,0.0,0,6,9000.0,6862.520735,994.384835,0.0,12
C15260,385.763111,1.0,232.93,232.93,0.0,0.0,0.5,0.5,0.0,0.0,0,6,2500.0,989.738532,152.762176,0.083333,12
C11424,4098.215967,1.0,0.0,0.0,0.0,1665.296793,0.0,0.0,0.0,0.25,4,0,7500.0,922.08551,1313.849047,0.0,12
C17411,1854.03323,1.0,1013.5,576.0,437.5,1243.093189,0.5,0.083333,0.333333,0.083333,5,15,2000.0,654.473825,1524.375697,0.0,12
C11312,12.659909,0.272727,5252.04,2501.0,2751.04,0.0,1.0,0.166667,1.0,0.0,0,40,7350.0,4086.011768,29.259869,0.083333,12
C16323,21.542924,1.0,0.0,0.0,0.0,1087.758564,0.0,0.0,0.0,0.083333,4,0,1200.0,1173.576762,158.975163,0.090909,12
C14742,61.657184,1.0,338.4,0.0,338.4,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,384.287358,135.392627,0.1,12
C10887,9901.685569,1.0,2190.95,832.49,1358.46,1913.350112,1.0,0.416667,0.916667,0.25,4,43,11500.0,2972.248185,2849.235124,0.0,12
C10219,3670.50596,1.0,965.5,876.13,89.37,0.0,0.5,0.5,0.083333,0.0,0,9,7500.0,1034.932404,941.496383,0.0,12
C12567,112.01046,1.0,229.0,229.0,0.0,0.0,0.181818,0.181818,0.0,0.0,0,4,150.0,119.62682,252.515849,0.0,11
C13619,791.778273,0.818182,0.0,0.0,0.0,3058.096526,0.0,0.0,0.0,0.416667,7,0,3000.0,2877.697274,255.198463,0.142857,12
C16865,1654.795346,0.909091,2530.48,1219.22,1311.26,881.045538,0.75,0.5,0.666667,0.25,4,48,2500.0,1294.563221,1506.699285,0.0,12
C15990,406.707189,1.0,0.0,0.0,0.0,211.485981,0.0,0.0,0.0,0.166667,2,0,5000.0,602.755235,206.910997,0.0,12
C10765,1439.343061,0.909091,571.91,571.91,0.0,0.0,0.25,0.25,0.0,0.0,0,5,2100.0,2573.55754,756.220978,0.0,12
C15970,3830.916541,1.0,4065.66,1681.51,2384.15,2411.584248,1.0,0.333333,1.0,0.333333,5,36,5000.0,3811.271434,1169.995934,0.0,12
C13767,531.349404,1.0,1599.02,817.8,781.22,0.0,1.0,0.25,1.0,0.0,0,46,8000.0,1369.654983,200.078137,0.0,12
C14376,13.713339,0.636364,504.08,137.9,366.18,0.0,0.583333,0.083333,0.5,0.0,0,11,4500.0,448.622511,76.110182,0.4,12
C17384,2530.378121,1.0,55.5,0.0,55.5,0.0,0.25,0.0,0.25,0.0,0,3,3500.0,1041.914403,585.213037,0.0,12
C13401,185.984965,0.454545,482.24,392.24,90.0,903.843591,0.272727,0.181818,0.090909,0.272727,8,8,1200.0,2333.997439,160.900585,0.25,11
C11993,2200.566765,1.0,296.4,0.0,296.4,0.0,1.0,0.0,1.0,0.0,0,12,6000.0,631.025111,487.037113,0.0,12
C12010,8.286935,0.727273,125.0,0.0,125.0,0.0,0.833333,0.0,0.75,0.0,0,10,3000.0,125.140043,82.820029,0.2,12
C10904,716.017731,1.0,0.0,0.0,0.0,3943.873219,0.0,0.0,0.0,0.166667,4,0,12000.0,232.136896,267.035943,0.0,12
C12909,1023.124791,1.0,1537.93,1093.67,444.26,247.04197,0.75,0.583333,0.583333,0.083333,1,25,9000.0,1070.149971,235.241959,0.0,12
C14760,268.966315,0.727273,784.0,659.0,125.0,0.0,0.5,0.25,0.333333,0.0,0,12,10500.0,514.650308,159.17308,0.166667,12
C11265,41.620283,1.0,689.4,689.4,0.0,0.0,1.0,1.0,0.0,0.0,0,12,10000.0,718.15858,191.837369,1.0,12
C10175,349.441102,1.0,1975.4,1393.5,581.9,0.0,0.666667,0.416667,0.333333,0.0,0,17,4000.0,1795.012223,167.219681,0.0,12
C13098,381.959463,0.545455,1013.6,1013.6,0.0,476.74727,0.166667,0.166667,0.0,0.083333,1,12,3500.0,2246.428764,103.601608,0.0,12
C17982,4617.891585,1.0,1973.0,108.0,1865.0,1817.470617,0.666667,0.166667,0.583333,0.416667,16,63,4500.0,2755.623951,3796.57669,0.0,12
C14886,11581.9335,1.0,0.0,0.0,0.0,9236.092963,0.0,0.0,0.0,0.5,23,0,13000.0,2132.826323,4814.853217,0.0,12
C18636,789.814537,0.909091,0.0,0.0,0.0,5654.92893,0.0,0.0,0.0,0.166667,12,0,3000.0,5949.858363,475.195844,0.090909,12
C11583,7170.30572,1.0,3109.28,2724.52,384.76,2560.207055,1.0,1.0,0.833333,0.5,7,48,9500.0,2055.673322,1961.161822,0.0,12
C15457,13.792103,0.909091,600.0,600.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,4500.0,607.677726,92.393376,0.0,12
C17912,3179.056936,1.0,4407.78,3191.23,1216.55,0.0,1.0,0.25,0.916667,0.0,0,29,9000.0,1257.677615,768.936115,0.0,12
C19152,30.709172,0.285714,693.42,0.0,693.42,0.0,0.714286,0.0,0.571429,0.0,0,7,1000.0,1154.520085,15.853873,0.0,7
C12659,36.868847,1.0,360.0,0.0,360.0,0.0,0.5,0.0,0.416667,0.0,0,6,3000.0,286.431721,91.31394,0.0,12
C10951,0.867528,0.272727,26.62,0.0,26.62,0.0,0.333333,0.0,0.333333,0.0,0,4,4500.0,18.336805,8.745383,0.090909,12
C12908,2540.711001,1.0,844.38,844.38,0.0,197.620055,0.5,0.5,0.0,0.083333,1,11,7000.0,576.312714,532.652119,0.0,12
C14074,1957.712033,1.0,276.76,0.0,276.76,0.0,0.333333,0.0,0.333333,0.0,0,4,3000.0,566.106669,403.51514,0.0,12
C16549,1552.687961,1.0,654.16,557.16,97.0,0.0,0.75,0.5,0.583333,0.0,0,21,1500.0,1041.793202,1676.396511,0.0,12
C14704,12.540151,0.363636,201.0,104.5,96.5,0.0,0.25,0.083333,0.166667,0.0,0,4,2500.0,479.948299,142.198683,1.0,12
C16829,1695.994646,1.0,478.99,478.99,0.0,855.646549,0.583333,0.583333,0.0,0.25,3,8,2000.0,2546.457101,758.281597,0.083333,12
C16751,298.651615,0.888889,0.0,0.0,0.0,470.488239,0.0,0.0,0.0,0.111111,1,0,1000.0,309.69761,144.641814,0.0,9
C17145,670.120718,1.0,0.0,0.0,0.0,12281.83439,0.0,0.0,0.0,0.583333,31,0,1200.0,12485.43289,591.573521,0.5,12
C15803,255.628716,1.0,2525.88,1640.96,884.92,0.0,1.0,0.583333,1.0,0.0,0,47,6000.0,1936.907938,198.598427,0.416667,12
C12342,2139.919711,1.0,330.89,71.4,259.49,2649.967098,0.5,0.083333,0.416667,0.416667,18,7,6000.0,703.005516,720.646441,0.0,12
C10359,3536.601227,1.0,2132.93,959.1,1173.83,5340.016172,1.0,0.333333,1.0,0.75,20,74,11000.0,8251.146946,834.025674,0.0,12
C18791,134.687754,1.0,2395.92,0.0,2395.92,0.0,1.0,0.0,1.0,0.0,0,12,3500.0,2440.778198,2164.692811,0.916667,12
C15219,57.70484,0.818182,772.46,85.0,687.46,0.0,0.833333,0.083333,0.75,0.0,0,13,4000.0,770.916661,95.057442,0.5,12
C16643,811.071722,1.0,208.92,0.0,208.92,206.635247,0.666667,0.0,0.666667,0.166667,2,8,2500.0,282.414709,346.656778,0.0,12
C16232,550.50988,1.0,194.03,194.03,0.0,0.0,0.583333,0.583333,0.0,0.0,0,7,4000.0,589.020267,216.511505,0.0,12
C15179,122.684019,0.875,1267.0,247.88,1019.12,0.0,0.875,0.375,0.75,0.0,0,12,2500.0,1263.464175,111.639152,1.0,8
C11246,5022.775729,1.0,2117.05,1947.05,170.0,0.0,0.833333,0.833333,0.166667,0.0,0,19,7000.0,1588.794697,1082.482851,0.0,12
C18758,26.771366,1.0,550.0,0.0,550.0,0.0,0.916667,0.0,0.916667,0.0,0,11,2000.0,581.909822,27.137375,0.0,12
C10636,2147.939753,0.818182,117.57,117.57,0.0,1022.23072,0.083333,0.083333,0.0,0.083333,2,2,8000.0,5441.876882,542.296729,0.1,12
C10278,2734.66412,1.0,560.73,560.73,0.0,0.0,0.916667,0.916667,0.0,0.0,0,11,7500.0,717.798364,670.049653,0.0,12
C13302,65.207898,0.454545,350.0,350.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,8000.0,369.369235,97.235037,0.0,12
C10701,4094.433899,1.0,0.0,0.0,0.0,1618.325972,0.0,0.0,0.0,0.5,8,0,7500.0,1070.599052,1441.148962,0.0,12
C11258,3597.728209,1.0,1043.0,0.0,1043.0,836.723952,0.583333,0.0,0.5,0.083333,1,7,6000.0,1222.771295,913.580145,0.0,12
C13217,3776.150532,1.0,0.0,0.0,0.0,3335.783756,0.0,0.0,0.0,0.333333,12,0,6000.0,881.37316,890.70637,0.0,12
C16083,1201.62361,1.0,55.4,55.4,0.0,109.3684,0.083333,0.083333,0.0,0.083333,2,1,1200.0,188.413804,5603.542008,0.0,12
C11824,144.346693,1.0,1976.32,859.79,1116.53,0.0,1.0,0.25,0.916667,0.0,0,28,4500.0,1828.116915,166.497851,0.583333,12
C13553,58.924277,1.0,449.4,0.0,449.4,0.0,1.0,0.0,1.0,0.0,0,12,2000.0,420.654043,176.280895,0.545455,12
C18198,1216.704733,0.727273,0.0,0.0,0.0,2902.295257,0.0,0.0,0.0,0.166667,2,0,3000.0,2345.798153,415.361186,0.125,12
C14713,3212.963003,1.0,0.0,0.0,0.0,185.532602,0.0,0.0,0.0,0.083333,2,0,3500.0,766.728773,1044.358428,0.0,12
C16744,45.22614,0.727273,0.0,0.0,0.0,146.123548,0.0,0.0,0.0,0.083333,1,0,150.0,298.10235,127.897927,0.0,12
C18469,94.604491,1.0,816.0,0.0,816.0,0.0,1.0,0.0,1.0,0.0,0,12,2500.0,694.054946,154.937506,0.416667,12
C14278,809.572784,1.0,691.66,691.66,0.0,992.321871,0.333333,0.333333,0.0,0.25,4,4,1500.0,1395.925667,263.711559,0.0,12
C15294,241.001768,0.5,1888.88,1000.0,888.88,0.0,0.875,0.125,0.875,0.0,0,9,1000.0,3450.990535,185.857663,0.4,8
C11117,1549.600093,1.0,0.0,0.0,0.0,181.45033,0.0,0.0,0.0,0.083333,1,0,5000.0,793.363907,498.013895,0.0,12
C17437,150.071799,0.818182,1800.0,0.0,1800.0,0.0,0.75,0.0,0.666667,0.0,0,9,5000.0,2021.257541,166.582953,1.0,12
C11968,206.376314,1.0,1886.21,1230.31,655.9,0.0,1.0,1.0,1.0,0.0,0,65,3000.0,2089.598011,170.955794,0.083333,12
C16704,2724.685011,1.0,0.0,0.0,0.0,724.694411,0.0,0.0,0.0,0.25,5,0,3000.0,1351.895242,997.918515,0.0,12
C13531,118.463635,0.818182,1572.67,1572.67,0.0,0.0,0.583333,0.583333,0.0,0.0,0,14,5000.0,1838.425899,131.342387,0.8,12
C12813,30.530541,0.363636,360.1,192.0,168.1,0.0,0.333333,0.083333,0.25,0.0,0,6,1500.0,872.540799,177.17546,1.0,12
C14639,7558.010921,1.0,365.26,188.56,176.7,4738.30754,0.5,0.083333,0.416667,0.666667,25,9,8000.0,3311.192387,4903.859993,0.0,12
C11575,140.741786,1.0,1547.68,1459.59,88.09,0.0,1.0,1.0,0.416667,0.0,0,27,7500.0,1157.317558,151.597832,0.875,12
C11984,817.793943,1.0,478.28,189.03,289.25,945.547556,0.545455,0.181818,0.363636,0.090909,1,7,2400.0,635.314875,259.501896,0.0,11
C18690,40.661132,0.909091,235.3,0.0,235.3,0.0,0.833333,0.0,0.833333,0.0,0,10,1000.0,279.23448,161.075173,0.272727,12
C17818,608.300379,1.0,0.0,0.0,0.0,27.107553,0.0,0.0,0.0,0.083333,1,0,1700.0,204.950565,214.137194,0.0,12
C10661,1062.752143,1.0,0.0,0.0,0.0,496.76383,0.0,0.0,0.0,0.166667,3,0,1200.0,720.3446,369.566083,0.0,12
C15139,6537.852206,0.909091,2598.51,2422.55,175.96,0.0,0.272727,0.090909,0.272727,0.0,0,26,16000.0,2209.410409,1385.561503,0.0,11
C15111,3092.189629,1.0,60.82,0.0,60.82,2361.473149,0.25,0.0,0.166667,0.5,17,3,3500.0,856.196277,889.485238,0.0,12
C10025,5368.571219,1.0,0.0,0.0,0.0,798.949863,0.0,0.0,0.0,0.363636,4,0,6000.0,1422.726707,1657.002877,0.0,11
C12335,937.276757,1.0,45.65,45.65,0.0,19.995297,0.083333,0.083333,0.0,0.083333,1,1,1000.0,335.809644,442.354727,0.0,12
C15526,658.6552,1.0,629.99,629.99,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,6000.0,353.862252,247.500183,0.0,12
C18601,412.149369,0.444444,0.0,0.0,0.0,4034.656192,0.0,0.0,0.0,0.333333,8,0,8000.0,195.752288,184.448949,0.0,9
C10777,3121.267822,0.888889,4139.56,4139.56,0.0,3607.406242,0.333333,0.333333,0.0,0.222222,3,8,9000.0,1600.272221,597.159149,0.0,9
C18433,57.116811,0.454545,27.79,27.79,0.0,381.171145,0.083333,0.083333,0.0,0.083333,1,1,4500.0,1215.965938,99.950697,1.0,12
C11756,5505.828486,1.0,0.0,0.0,0.0,193.187682,0.0,0.0,0.0,0.25,3,0,6000.0,1355.058674,2345.198755,0.0,12
